xCoord,yCoord
2200.0,1750.0
3409.0,1588.0
1671.0,1669.0
3241.0,1897.0
2916.0,2177.0
3373.0,1745.0
3195.0,2151.0
1869.0,1638.0
3007.0,2167.0
3510.0,1816.0
3302.0,2091.0
3510.0,1516.0
3221.0,2324.0
3287.0,2334.0
3414.0,2243.0
3647.0,2400.0
1610.0,1516.0
2520.0,1283.0
3510.0,2441.0
3515.0,2731.0
3632.0,1445.0
3947.0,1496.0
3759.0,1516.0
3581.0,2822.0
3373.0,2913.0
2967.0,592.0
3724.0,1329.0
2870.0,602.0
3068.0,572.0
2997.0,2588.0
2012.0,1024.0
2103.0,739.0
2626.0,648.0
2814.0,2380.0
3099.0,2893.0
1499.0,1268.0
3073.0,688.0
3866.0,887.0
3068.0,795.0
1478.0,1369.0
2921.0,861.0
2560.0,739.0
3602.0,719.0
2804.0,2710.0
3490.0,770.0
2774.0,2893.0
3454.0,988.0
3383.0,1019.0
2697.0,2502.0
2845.0,1044.0
3226.0,831.0
3063.0,912.0
2393.0,3000.0
3297.0,932.0
3388.0,1115.0
1854.0,2726.0
2393.0,2451.0
3139.0,1069.0
1402.0,1664.0
3038.0,1080.0
3277.0,1125.0
3012.0,1252.0
3185.0,1151.0
3134.0,1445.0
2982.0,1323.0
2835.0,1323.0
2687.0,1933.0
2708.0,1567.0
2769.0,1557.0
2946.0,1456.0
2169.0,1745.0
3002.0,1633.0
2875.0,1750.0
2286.0,1654.0
1681.0,1542.0
2474.0,1395.0
2738.0,1278.0
2139.0,1354.0
2261.0,1293.0
1814.0,1420.0
2372.0,1257.0
2088.0,1344.0
2510.0,1222.0
3647.0,2299.0
3647.0,2192.0
1951.0,1349.0
3688.0,1491.0
2621.0,1166.0
3861.0,1633.0
3729.0,1364.0
2149.0,1166.0
3622.0,2720.0
1631.0,1374.0
1712.0,1308.0
2484.0,1080.0
3840.0,1445.0
2266.0,1080.0
3780.0,1288.0
3724.0,1202.0
2017.0,1105.0
1930.0,1166.0
1783.0,1059.0
2357.0,942.0
3637.0,1222.0
2093.0,912.0
2799.0,897.0
2840.0,1161.0
3297.0,2781.0
3566.0,1217.0
3348.0,2954.0
1885.0,912.0
3119.0,2659.0
2383.0,836.0
1590.0,1349.0
3866.0,953.0
2703.0,729.0
3094.0,2939.0
3622.0,1095.0
3729.0,887.0
2596.0,2974.0
1539.0,1516.0
1468.0,1593.0
1610.0,2309.0
1514.0,1786.0
1869.0,2278.0
2164.0,2192.0
3099.0,1389.0
1621.0,1948.0
3007.0,1481.0
1773.0,1994.0
2337.0,2055.0
2662.0,2157.0
2129.0,2004.0
1600.0,1674.0
2393.0,2070.0
3226.0,1649.0
3114.0,1735.0
2764.0,1984.0
2723.0,2116.0
2936.0,1791.0
2779.0,2091.0
2891.0,1999.0
2520.0,1994.0
2982.0,1811.0
