xCoord,yCoord
2210.0,2248.0
2240.0,2324.0
2362.0,1989.0
2398.0,2162.0
2596.0,2223.0
2515.0,2482.0
2012.0,2619.0
2266.0,2751.0
2520.0,2578.0
2880.0,3015.0
3018.0,1903.0
2083.0,2741.0
1864.0,2522.0
2062.0,2924.0
2144.0,3056.0
1915.0,2878.0
1900.0,2766.0
2205.0,3254.0
1615.0,1486.0
1702.0,2980.0
1692.0,2822.0
2184.0,1405.0
2362.0,1552.0
1402.0,3401.0
2002.0,1466.0
1732.0,1450.0
1920.0,1466.0
1463.0,1501.0
1676.0,1522.0
1570.0,1562.0
1610.0,2654.0
2093.0,1567.0
2230.0,1654.0
1534.0,1664.0
1717.0,1684.0
1097.0,3035.0
1036.0,3025.0
1219.0,1897.0
914.0,2929.0
1905.0,1918.0
1321.0,2659.0
1057.0,2426.0
1463.0,2441.0
1224.0,2416.0
894.0,2629.0
986.0,2360.0
3211.0,3025.0
2819.0,2786.0
3012.0,2456.0
3038.0,2131.0
2682.0,2360.0
2591.0,2588.0
3094.0,2985.0
2418.0,2436.0
2885.0,1938.0
3089.0,1720.0
2753.0,3076.0
2967.0,1750.0
2764.0,1659.0
2144.0,2863.0
1976.0,2573.0
2642.0,1699.0
2311.0,2837.0
2941.0,1613.0
1976.0,2756.0
2779.0,1598.0
3109.0,1562.0
2073.0,3289.0
2779.0,1511.0
1814.0,2929.0
2479.0,1735.0
2530.0,1618.0
1793.0,2797.0
1808.0,1826.0
1250.0,3152.0
1006.0,3127.0
1250.0,2207.0
970.0,2461.0
1951.0,2197.0
965.0,2903.0
1839.0,2380.0
2388.0,1857.0
1885.0,2426.0
2123.0,2091.0
