xCoord,yCoord
2245.0,1877.0
2159.0,2146.0
2626.0,2385.0
2510.0,1999.0
3226.0,3035.0
2769.0,2649.0
2225.0,2350.0
3597.0,2944.0
2718.0,3061.0
2530.0,1511.0
2327.0,2665.0
2002.0,2314.0
2794.0,958.0
2946.0,1339.0
2459.0,3340.0
2139.0,2563.0
1778.0,1196.0
2642.0,1024.0
2174.0,2893.0
1727.0,1329.0
1021.0,1339.0
665.0,1908.0
1392.0,1400.0
1255.0,1227.0
1961.0,1369.0
752.0,1577.0
1697.0,1389.0
2047.0,2969.0
1316.0,1557.0
1138.0,1537.0
1961.0,2385.0
1834.0,3361.0
1707.0,1471.0
1549.0,1466.0
996.0,1852.0
1168.0,1699.0
945.0,2177.0
1991.0,1461.0
864.0,2019.0
996.0,2060.0
1834.0,2792.0
1387.0,2649.0
1941.0,1511.0
1560.0,3157.0
1367.0,2040.0
1209.0,2847.0
874.0,2421.0
1280.0,2441.0
1072.0,2913.0
1554.0,2517.0
1057.0,3101.0
1011.0,3452.0
1361.0,3421.0
2855.0,2345.0
3353.0,2715.0
2449.0,2223.0
3058.0,2324.0
3510.0,2568.0
3317.0,2395.0
2764.0,1887.0
3302.0,1948.0
3505.0,3183.0
2418.0,1542.0
2794.0,2822.0
3099.0,1740.0
2769.0,1532.0
3399.0,1598.0
2642.0,1598.0
2606.0,1425.0
3241.0,3361.0
2184.0,1501.0
2977.0,1440.0
2799.0,1323.0
3129.0,1430.0
2479.0,1405.0
2733.0,3122.0
2438.0,2639.0
2682.0,1135.0
2261.0,1298.0
2449.0,1257.0
2916.0,1085.0
3246.0,1329.0
2550.0,1003.0
3180.0,1166.0
1483.0,1364.0
2266.0,2792.0
1168.0,1303.0
894.0,1831.0
808.0,2177.0
1514.0,2675.0
996.0,2111.0
1834.0,2990.0
1524.0,2111.0
1422.0,2497.0
1971.0,2197.0
2073.0,1867.0
2093.0,1720.0
2073.0,2101.0
2144.0,1816.0
