xCoord,yCoord
2098.0,2243.0
1417.0,1887.0
1869.0,2192.0
2774.0,1969.0
2870.0,1781.0
1478.0,1730.0
1671.0,1877.0
2316.0,2284.0
1377.0,1577.0
1702.0,1984.0
2657.0,2258.0
1753.0,2014.0
2164.0,2426.0
1793.0,1857.0
1692.0,1689.0
3058.0,2548.0
2738.0,3030.0
2840.0,1430.0
2459.0,2741.0
2113.0,2604.0
1935.0,2035.0
1326.0,871.0
1930.0,810.0
1981.0,2319.0
970.0,1069.0
2652.0,1069.0
2377.0,1014.0
1946.0,1583.0
2062.0,1171.0
2804.0,1293.0
1925.0,2365.0
2159.0,1171.0
1808.0,2543.0
2504.0,1156.0
2342.0,1242.0
1148.0,1298.0
1179.0,2807.0
2515.0,1344.0
2687.0,1262.0
1580.0,2380.0
2281.0,1435.0
1021.0,1415.0
2728.0,1415.0
818.0,2238.0
2464.0,1577.0
1443.0,1557.0
3023.0,1745.0
1758.0,1633.0
1392.0,1318.0
3170.0,2334.0
3368.0,2451.0
3531.0,1379.0
2946.0,1374.0
3495.0,1191.0
3058.0,1303.0
1676.0,1354.0
3459.0,1039.0
2718.0,2959.0
1514.0,1334.0
3317.0,1110.0
3581.0,978.0
3338.0,1044.0
2926.0,1303.0
1387.0,1257.0
1727.0,1135.0
3104.0,1100.0
3266.0,922.0
1422.0,1115.0
1610.0,917.0
2134.0,2700.0
1986.0,912.0
3078.0,1019.0
2042.0,1415.0
2052.0,2014.0
2423.0,876.0
2062.0,1948.0
2057.0,1862.0
2179.0,1583.0
1859.0,2634.0
945.0,3005.0
2169.0,1776.0
1666.0,2446.0
1194.0,1999.0
2713.0,1552.0
1438.0,2284.0
1128.0,1669.0
2347.0,1837.0
2840.0,1516.0
2520.0,1887.0
2179.0,2121.0
2261.0,2019.0
2880.0,1506.0
2835.0,1638.0
1260.0,1643.0
2677.0,1826.0
1351.0,1892.0
1641.0,2243.0
1285.0,1456.0
