xCoord,yCoord
1250.0,1643.0
1011.0,1384.0
2738.0,1750.0
1118.0,1496.0
2261.0,2050.0
2657.0,1958.0
2860.0,1760.0
1814.0,1882.0
1631.0,1669.0
1661.0,1527.0
2332.0,2563.0
3033.0,1461.0
2642.0,3203.0
3099.0,1511.0
3175.0,1669.0
1808.0,1679.0
2311.0,2807.0
1824.0,1196.0
1935.0,1801.0
772.0,907.0
3348.0,338.0
808.0,993.0
2332.0,394.0
2987.0,409.0
1433.0,3101.0
1991.0,1679.0
3480.0,572.0
2179.0,897.0
3358.0,917.0
3373.0,663.0
848.0,1161.0
2530.0,805.0
1427.0,2726.0
2957.0,1171.0
2535.0,968.0
3190.0,765.0
2779.0,1064.0
2423.0,1008.0
2250.0,1049.0
2108.0,1486.0
2200.0,1283.0
899.0,3325.0
665.0,1217.0
2642.0,1308.0
2799.0,1196.0
930.0,1252.0
991.0,1313.0
1148.0,1405.0
1864.0,1740.0
2921.0,3315.0
3327.0,2959.0
2885.0,3030.0
3145.0,1395.0
1392.0,1130.0
3134.0,2599.0
2631.0,2980.0
2347.0,2319.0
2484.0,2746.0
3429.0,1710.0
1194.0,1090.0
2108.0,2055.0
2276.0,2634.0
1316.0,988.0
1458.0,907.0
1692.0,932.0
3419.0,1522.0
1702.0,749.0
1306.0,704.0
1539.0,653.0
2057.0,2375.0
3332.0,1389.0
2027.0,1171.0
1488.0,389.0
1666.0,612.0
3551.0,1410.0
2088.0,1222.0
3145.0,1293.0
2037.0,948.0
2291.0,775.0
2301.0,338.0
3302.0,1227.0
3419.0,633.0
1707.0,2746.0
1824.0,2375.0
3500.0,1283.0
3424.0,892.0
1895.0,2278.0
2987.0,998.0
2210.0,1577.0
1351.0,2878.0
1041.0,2964.0
1473.0,2593.0
1514.0,2456.0
2256.0,1537.0
1737.0,2116.0
1880.0,2091.0
1189.0,2080.0
2261.0,1770.0
1605.0,2126.0
1448.0,2101.0
2464.0,1506.0
2769.0,1415.0
2433.0,1669.0
950.0,1583.0
1067.0,1821.0
1062.0,1588.0
2342.0,1918.0
2616.0,1740.0
3002.0,1461.0
1488.0,1826.0
