xCoord,yCoord
3576.0,2045.0
3515.0,2075.0
3399.0,2192.0
3698.0,1649.0
2134.0,1577.0
3698.0,1897.0
3754.0,1704.0
3780.0,2065.0
3688.0,2624.0
3952.0,2715.0
3383.0,2670.0
2723.0,1953.0
2662.0,1781.0
2347.0,1313.0
2570.0,1400.0
2672.0,1567.0
1905.0,1156.0
2002.0,1364.0
2880.0,1435.0
2824.0,3208.0
3688.0,704.0
1935.0,1298.0
2891.0,1003.0
1793.0,1156.0
3632.0,907.0
2951.0,861.0
3917.0,739.0
3459.0,993.0
3211.0,1039.0
2271.0,2690.0
2057.0,2924.0
3673.0,1374.0
1687.0,1242.0
3531.0,1191.0
2962.0,1669.0
1819.0,1303.0
3485.0,1323.0
2972.0,1791.0
2002.0,2065.0
1666.0,1405.0
1778.0,2080.0
1991.0,1425.0
3211.0,1710.0
3078.0,1933.0
3515.0,1948.0
2997.0,1938.0
3028.0,2167.0
3851.0,2624.0
2179.0,1344.0
3012.0,2060.0
2316.0,1257.0
3790.0,3015.0
2936.0,2019.0
3886.0,1481.0
2494.0,1252.0
2281.0,1085.0
3038.0,2380.0
2967.0,1918.0
2525.0,1044.0
2911.0,1577.0
2789.0,1120.0
2367.0,836.0
2758.0,1014.0
2494.0,942.0
2774.0,902.0
2987.0,1730.0
3937.0,1395.0
1890.0,948.0
2093.0,846.0
3028.0,1410.0
2906.0,2578.0
2103.0,1364.0
2581.0,765.0
2982.0,1887.0
3409.0,500.0
3033.0,948.0
2962.0,612.0
1941.0,627.0
2672.0,2507.0
2601.0,2741.0
2256.0,3086.0
2184.0,2807.0
2408.0,2309.0
1981.0,3000.0
2266.0,2339.0
3769.0,1486.0
3307.0,1516.0
2682.0,2146.0
1859.0,2441.0
2540.0,2182.0
2078.0,1456.0
1808.0,1923.0
2383.0,2106.0
2184.0,2009.0
2057.0,1567.0
2200.0,1765.0
3297.0,1953.0
2459.0,1928.0
3124.0,2055.0
3647.0,1755.0
