xCoord,yCoord
1448.0,2035.0
1524.0,2182.0
1727.0,2106.0
2012.0,2014.0
1778.0,2238.0
1722.0,1781.0
2525.0,2228.0
2017.0,2096.0
2078.0,2228.0
3043.0,1852.0
2520.0,3046.0
2870.0,1664.0
2108.0,1019.0
1351.0,1608.0
3104.0,1649.0
1763.0,2472.0
1991.0,3315.0
1951.0,1090.0
1661.0,2863.0
1448.0,1080.0
1316.0,1440.0
1621.0,2512.0
1270.0,3305.0
3053.0,1008.0
1123.0,3269.0
1204.0,1262.0
848.0,1227.0
980.0,1262.0
1656.0,2258.0
1387.0,2604.0
1270.0,2715.0
625.0,3081.0
1224.0,1405.0
772.0,2573.0
808.0,2761.0
813.0,1405.0
493.0,2695.0
676.0,1618.0
767.0,1826.0
925.0,1943.0
1382.0,2202.0
3012.0,2385.0
1621.0,1669.0
3033.0,1740.0
1839.0,1847.0
2718.0,1765.0
1580.0,1527.0
2210.0,1923.0
1824.0,1664.0
2007.0,1770.0
2296.0,2177.0
2449.0,2339.0
2118.0,1786.0
1488.0,1516.0
2642.0,2614.0
2784.0,2294.0
2840.0,1542.0
1966.0,2126.0
2626.0,1562.0
2413.0,3279.0
2388.0,1725.0
2159.0,1699.0
1798.0,1430.0
2007.0,2522.0
3053.0,1562.0
2316.0,1679.0
2357.0,3030.0
2880.0,1313.0
2611.0,1710.0
3256.0,1537.0
2123.0,2959.0
2550.0,1420.0
2139.0,1537.0
1991.0,2786.0
1859.0,2436.0
1692.0,1262.0
1783.0,1334.0
2220.0,1466.0
2494.0,1334.0
2748.0,1110.0
2870.0,1222.0
2057.0,1435.0
3155.0,1283.0
2423.0,1273.0
1956.0,1222.0
1468.0,1440.0
2535.0,1044.0
1778.0,2416.0
3175.0,958.0
3063.0,917.0
1519.0,3310.0
1676.0,2908.0
1605.0,2731.0
1443.0,3030.0
1173.0,2939.0
1773.0,2278.0
919.0,1669.0
716.0,2629.0
676.0,2939.0
828.0,2726.0
894.0,2771.0
884.0,2212.0
1265.0,1877.0
1128.0,2365.0
1250.0,2223.0
