xCoord,yCoord
980.0,1659.0
1153.0,1588.0
1478.0,2019.0
1113.0,1339.0
1478.0,1811.0
2154.0,1994.0
1443.0,1664.0
1529.0,1720.0
1331.0,1567.0
2007.0,2151.0
1554.0,1750.0
2200.0,2431.0
1509.0,2045.0
2169.0,2273.0
1575.0,1384.0
1905.0,2350.0
1600.0,1252.0
2184.0,988.0
1793.0,978.0
874.0,968.0
808.0,968.0
599.0,1014.0
757.0,2345.0
2062.0,1638.0
1367.0,1466.0
1260.0,1435.0
1661.0,1704.0
1946.0,1699.0
2027.0,2167.0
2017.0,1679.0
2332.0,2065.0
1565.0,1461.0
1651.0,1435.0
2337.0,1410.0
1722.0,2035.0
2210.0,1445.0
2118.0,2548.0
1534.0,1156.0
1234.0,1110.0
1641.0,1303.0
1163.0,1054.0
1854.0,1496.0
2443.0,1283.0
1011.0,1100.0
1458.0,1039.0
1742.0,1212.0
1351.0,968.0
1224.0,968.0
1641.0,1034.0
2088.0,1567.0
2494.0,1181.0
2093.0,1506.0
1036.0,968.0
2240.0,1344.0
1168.0,815.0
2179.0,1481.0
1631.0,912.0
1966.0,1364.0
1778.0,1110.0
2489.0,1059.0
1316.0,856.0
1458.0,887.0
2017.0,948.0
2322.0,1232.0
2134.0,1329.0
2068.0,1110.0
665.0,1994.0
930.0,2187.0
889.0,1384.0
742.0,1755.0
935.0,1369.0
899.0,1577.0
1407.0,2030.0
