xCoord,yCoord
853.0,2334.0
1509.0,2639.0
1595.0,2583.0
1773.0,2436.0
980.0,2477.0
935.0,2182.0
1925.0,2299.0
1839.0,2639.0
1290.0,2654.0
1311.0,2685.0
1097.0,2421.0
894.0,1989.0
1692.0,3025.0
1844.0,3289.0
1732.0,3223.0
1229.0,2405.0
1184.0,1999.0
899.0,1806.0
1234.0,2507.0
1346.0,1811.0
1494.0,1806.0
625.0,3147.0
864.0,2990.0
559.0,2903.0
1651.0,1979.0
884.0,2705.0
1346.0,2578.0
1331.0,2558.0
2230.0,2568.0
2027.0,3137.0
1656.0,2969.0
1082.0,1776.0
1509.0,3178.0
1361.0,2345.0
1031.0,1704.0
1377.0,2482.0
1402.0,2319.0
1245.0,2934.0
1575.0,2050.0
1692.0,2212.0
1504.0,2405.0
681.0,2954.0
838.0,1948.0
767.0,2421.0
803.0,2624.0
1463.0,2609.0
1768.0,2243.0
894.0,2837.0
