xCoord,yCoord
3470.0,2563.0
3693.0,2441.0
3541.0,2863.0
3449.0,3015.0
2804.0,3594.0
2921.0,3665.0
2362.0,3625.0
3338.0,1262.0
3490.0,1252.0
2042.0,1252.0
2789.0,1283.0
3246.0,1313.0
2576.0,2705.0
1590.0,1395.0
1996.0,1583.0
2281.0,1623.0
2941.0,1384.0
2576.0,1588.0
1773.0,1516.0
2200.0,3355.0
2413.0,1628.0
2621.0,1740.0
2494.0,2614.0
2464.0,2487.0
2215.0,1740.0
1519.0,1501.0
1986.0,1745.0
1570.0,1659.0
1854.0,1837.0
2677.0,2030.0
1986.0,3401.0
1433.0,1862.0
2342.0,2690.0
1742.0,1903.0
1925.0,3701.0
2504.0,2207.0
1280.0,1964.0
2052.0,1974.0
1433.0,2055.0
1417.0,3691.0
1996.0,2898.0
1778.0,2096.0
1295.0,2228.0
2377.0,2197.0
1681.0,2797.0
1382.0,2766.0
1681.0,2289.0
3597.0,2304.0
3226.0,2248.0
3444.0,2141.0
3663.0,2116.0
3470.0,2685.0
3266.0,2055.0
3602.0,2883.0
3165.0,2944.0
2936.0,2731.0
3373.0,1943.0
3597.0,1847.0
3470.0,3274.0
2931.0,2248.0
3678.0,1710.0
3139.0,1964.0
3592.0,1516.0
2718.0,3691.0
3018.0,2136.0
3449.0,1811.0
3282.0,1755.0
3780.0,1405.0
2799.0,2228.0
2718.0,2461.0
2672.0,2710.0
3490.0,1257.0
3419.0,1344.0
2052.0,1222.0
3165.0,1425.0
1621.0,1217.0
3023.0,1522.0
2723.0,1730.0
1798.0,1227.0
2982.0,1974.0
2621.0,2654.0
2697.0,2375.0
2814.0,2146.0
1986.0,3305.0
1392.0,3345.0
1326.0,2167.0
1641.0,3396.0
1163.0,2563.0
1656.0,2472.0
1433.0,2913.0
