xCoord,yCoord
2997.0,1542.0
2322.0,1806.0
2616.0,1735.0
3084.0,1476.0
3236.0,1323.0
2682.0,1740.0
3216.0,1435.0
2784.0,1786.0
3160.0,1745.0
2967.0,1953.0
1316.0,1334.0
3084.0,1933.0
3292.0,1816.0
2637.0,2136.0
3211.0,2136.0
3526.0,2197.0
2316.0,1852.0
1224.0,1232.0
1194.0,1186.0
3007.0,2690.0
2367.0,2588.0
1976.0,932.0
1753.0,876.0
2332.0,602.0
1783.0,683.0
1082.0,1120.0
2205.0,2385.0
2835.0,541.0
2764.0,648.0
3018.0,683.0
2743.0,780.0
2205.0,2024.0
2322.0,815.0
2972.0,795.0
2261.0,876.0
2565.0,795.0
2047.0,2568.0
2057.0,1120.0
2525.0,861.0
3170.0,1034.0
1605.0,3020.0
3048.0,978.0
1778.0,2705.0
2901.0,902.0
2779.0,922.0
1443.0,2553.0
2718.0,1008.0
1397.0,2055.0
1692.0,2045.0
3155.0,1100.0
1900.0,1791.0
2611.0,1151.0
2068.0,1202.0
1463.0,1776.0
2901.0,1247.0
2037.0,1212.0
2230.0,1481.0
1483.0,1481.0
2022.0,1222.0
1737.0,1262.0
2692.0,1628.0
2007.0,1191.0
1468.0,1313.0
1864.0,1186.0
1382.0,1242.0
3180.0,1781.0
1361.0,1191.0
3449.0,1730.0
3048.0,2101.0
1707.0,968.0
1270.0,1141.0
1534.0,978.0
3439.0,2416.0
3465.0,1176.0
3170.0,2766.0
1468.0,937.0
1742.0,754.0
2474.0,2024.0
1494.0,790.0
1814.0,902.0
1996.0,953.0
2017.0,836.0
1539.0,622.0
3388.0,1100.0
1956.0,704.0
3459.0,1054.0
1372.0,2665.0
1646.0,2675.0
1255.0,2405.0
1890.0,2456.0
1123.0,2329.0
1240.0,1298.0
1168.0,1918.0
1387.0,2187.0
1636.0,2197.0
3226.0,1196.0
1265.0,1770.0
1697.0,1903.0
2281.0,1710.0
2296.0,1781.0
2931.0,1395.0
2565.0,1496.0
1240.0,1420.0
1346.0,1547.0
1448.0,1664.0
2779.0,1496.0
