xCoord,yCoord
2215.0,3808.0
1900.0,3818.0
1626.0,3863.0
2306.0,3193.0
1488.0,2726.0
1448.0,2197.0
1209.0,2893.0
1107.0,3035.0
1179.0,2314.0
2301.0,2380.0
818.0,2101.0
2428.0,2538.0
533.0,2141.0
869.0,2202.0
1946.0,2101.0
848.0,2314.0
1001.0,2390.0
564.0,2365.0
696.0,2365.0
986.0,2502.0
422.0,2512.0
1036.0,3193.0
777.0,3731.0
726.0,2583.0
1046.0,2807.0
970.0,3355.0
894.0,2629.0
533.0,2741.0
930.0,2939.0
457.0,3315.0
620.0,3320.0
2398.0,3706.0
2616.0,3472.0
2118.0,3457.0
2083.0,3660.0
2769.0,3513.0
2113.0,3025.0
1707.0,2919.0
1742.0,3757.0
1793.0,2944.0
1651.0,3366.0
2504.0,3462.0
1615.0,3508.0
1554.0,3249.0
1869.0,3503.0
2296.0,3157.0
1692.0,2736.0
1631.0,2847.0
1367.0,3096.0
2225.0,2908.0
1372.0,3020.0
1976.0,2776.0
1610.0,2634.0
2616.0,3066.0
2129.0,2797.0
2682.0,3178.0
1610.0,2700.0
2550.0,3030.0
1915.0,2614.0
1361.0,2700.0
2245.0,2680.0
1306.0,2924.0
1275.0,3010.0
1646.0,2527.0
1448.0,2624.0
1204.0,2289.0
2271.0,2451.0
1549.0,2157.0
2469.0,2832.0
1869.0,2487.0
2017.0,2238.0
1458.0,2380.0
2388.0,2604.0
2596.0,2472.0
2189.0,2197.0
1275.0,2492.0
2591.0,2294.0
2586.0,2842.0
498.0,3701.0
589.0,3406.0
