xCoord,yCoord
1778.0,2548.0
1692.0,2670.0
1814.0,2624.0
1905.0,2827.0
1803.0,2746.0
1554.0,2913.0
1407.0,2807.0
2068.0,3112.0
2088.0,3569.0
1270.0,3355.0
1290.0,2949.0
1229.0,3183.0
1179.0,3432.0
1036.0,1364.0
838.0,1405.0
1173.0,1476.0
1438.0,1511.0
1661.0,1384.0
828.0,1557.0
1707.0,1689.0
1016.0,1537.0
1869.0,2085.0
1209.0,1633.0
1626.0,1699.0
1687.0,1786.0
752.0,1649.0
1290.0,1740.0
1234.0,2797.0
1473.0,1730.0
1082.0,1852.0
681.0,1953.0
1570.0,1791.0
884.0,1999.0
1687.0,1938.0
711.0,3264.0
1118.0,2111.0
1646.0,2055.0
813.0,3005.0
554.0,2807.0
696.0,2720.0
1092.0,2604.0
838.0,2644.0
1626.0,2238.0
610.0,2553.0
1920.0,2609.0
2286.0,3518.0
2469.0,2741.0
2306.0,2309.0
2637.0,2949.0
1946.0,2878.0
1483.0,2700.0
2662.0,2365.0
2388.0,2116.0
2672.0,2151.0
2377.0,1994.0
2062.0,2146.0
2596.0,1928.0
2743.0,1964.0
2489.0,1862.0
2189.0,1964.0
2484.0,1760.0
2764.0,1831.0
2718.0,1684.0
899.0,1374.0
2372.0,1542.0
1793.0,1466.0
1316.0,2883.0
1676.0,1760.0
559.0,3254.0
986.0,2324.0
1199.0,2573.0
645.0,2822.0
1229.0,2345.0
1854.0,2405.0
1666.0,2451.0
1392.0,2639.0
