xCoord,yCoord
2540.0,1664.0
2291.0,1842.0
2601.0,1374.0
2149.0,1877.0
2586.0,1572.0
2215.0,1989.0
2723.0,1776.0
2301.0,1938.0
2484.0,1821.0
1097.0,1501.0
1285.0,1567.0
2337.0,2040.0
3058.0,1537.0
2388.0,2167.0
2840.0,2162.0
980.0,1430.0
3200.0,1826.0
2123.0,2197.0
2306.0,2700.0
2291.0,2944.0
925.0,1318.0
1052.0,678.0
859.0,1064.0
960.0,897.0
1245.0,1029.0
1229.0,506.0
1468.0,887.0
2052.0,2929.0
1346.0,607.0
1570.0,567.0
2515.0,546.0
1895.0,1979.0
1895.0,1928.0
1636.0,800.0
1824.0,2619.0
2235.0,577.0
1468.0,1019.0
1859.0,2720.0
1407.0,1146.0
2291.0,627.0
2443.0,678.0
1651.0,892.0
1753.0,780.0
1864.0,790.0
1981.0,709.0
1453.0,1207.0
2250.0,810.0
2057.0,810.0
874.0,1329.0
1956.0,815.0
752.0,1202.0
1692.0,1003.0
2220.0,851.0
1494.0,1400.0
721.0,1359.0
1615.0,1196.0
2403.0,876.0
2159.0,892.0
1453.0,2883.0
2316.0,942.0
1808.0,2035.0
1819.0,998.0
2494.0,1039.0
2113.0,988.0
1991.0,927.0
2123.0,1135.0
1727.0,2121.0
1844.0,1181.0
2210.0,1125.0
2139.0,1227.0
1488.0,1643.0
1382.0,1638.0
2824.0,1268.0
1168.0,1369.0
3343.0,2355.0
2738.0,1146.0
3099.0,1359.0
3099.0,1105.0
1168.0,1298.0
2967.0,1227.0
1478.0,1486.0
3332.0,1085.0
2459.0,2294.0
2992.0,1039.0
3515.0,1440.0
1463.0,1425.0
1260.0,983.0
1097.0,1217.0
3556.0,1196.0
1285.0,627.0
1387.0,1039.0
991.0,988.0
1179.0,521.0
1346.0,805.0
2012.0,1897.0
2962.0,780.0
3383.0,968.0
2758.0,963.0
894.0,739.0
1499.0,567.0
2047.0,2172.0
3332.0,653.0
1910.0,2619.0
2352.0,597.0
2855.0,729.0
2052.0,2985.0
2809.0,902.0
1605.0,1196.0
1803.0,1044.0
1935.0,973.0
975.0,2670.0
1453.0,2792.0
1920.0,1349.0
1173.0,2451.0
2235.0,1191.0
2042.0,1349.0
823.0,1679.0
925.0,2085.0
2169.0,1334.0
1285.0,2294.0
711.0,1847.0
1905.0,1796.0
2591.0,1247.0
1427.0,2192.0
1971.0,1781.0
2377.0,1456.0
991.0,1735.0
1102.0,2050.0
2027.0,1801.0
2464.0,1440.0
2555.0,1440.0
1128.0,1826.0
1026.0,1654.0
1163.0,1735.0
2098.0,1831.0
