xCoord,yCoord
3150.0,1821.0
2007.0,1669.0
3246.0,1638.0
2388.0,2004.0
1773.0,1562.0
1661.0,1496.0
1935.0,1654.0
3348.0,1781.0
3190.0,2146.0
2225.0,1750.0
2393.0,1826.0
3653.0,2446.0
2967.0,2278.0
3327.0,2355.0
3404.0,3366.0
3470.0,3005.0
3515.0,2126.0
2454.0,3173.0
2525.0,2903.0
1245.0,1008.0
3719.0,1974.0
2098.0,2847.0
1407.0,1212.0
1935.0,3025.0
3815.0,907.0
2281.0,892.0
3642.0,948.0
3967.0,1181.0
1372.0,1278.0
1214.0,1181.0
2570.0,1130.0
2997.0,927.0
3647.0,1425.0
1610.0,3142.0
3221.0,1095.0
3454.0,1125.0
3526.0,1456.0
3622.0,1090.0
3785.0,1288.0
1946.0,2670.0
2835.0,937.0
2718.0,1105.0
1133.0,1364.0
1448.0,1354.0
1214.0,1303.0
2032.0,2207.0
2931.0,1064.0
3221.0,1384.0
2687.0,1202.0
1778.0,2543.0
2957.0,1186.0
3912.0,1196.0
1468.0,2954.0
2931.0,1237.0
3104.0,1293.0
1626.0,2400.0
2586.0,1262.0
1214.0,1522.0
2891.0,1344.0
2758.0,1364.0
1468.0,1694.0
1610.0,1440.0
3236.0,1450.0
2677.0,1511.0
2017.0,1567.0
2570.0,1344.0
2454.0,1623.0
1854.0,1334.0
2047.0,1339.0
3327.0,3447.0
3470.0,2030.0
2713.0,2060.0
3820.0,2329.0
2459.0,1359.0
3510.0,2639.0
3764.0,2228.0
3160.0,2456.0
1783.0,1186.0
1859.0,1217.0
2738.0,2431.0
3231.0,3137.0
3002.0,3040.0
1702.0,1166.0
2758.0,2710.0
3719.0,1806.0
3414.0,1522.0
1951.0,1115.0
2261.0,1135.0
2129.0,1100.0
1610.0,1268.0
2576.0,3046.0
2433.0,2091.0
3526.0,1588.0
1844.0,968.0
2362.0,2619.0
2012.0,968.0
2464.0,1120.0
2484.0,2802.0
3327.0,1476.0
1458.0,953.0
2184.0,978.0
2276.0,3051.0
2540.0,1268.0
2449.0,1034.0
2225.0,2969.0
1712.0,871.0
2250.0,887.0
2352.0,2538.0
2357.0,887.0
1453.0,724.0
2525.0,765.0
1930.0,856.0
2134.0,2736.0
3780.0,1750.0
3647.0,1588.0
3520.0,1511.0
1783.0,810.0
2992.0,907.0
3373.0,927.0
3810.0,1425.0
1737.0,3117.0
2291.0,2258.0
2789.0,775.0
3094.0,836.0
3602.0,1227.0
3846.0,1242.0
3378.0,1430.0
3663.0,1491.0
1976.0,2842.0
1864.0,2614.0
2596.0,765.0
1753.0,2522.0
1529.0,3086.0
1488.0,1522.0
3007.0,1532.0
2332.0,2035.0
1483.0,2106.0
1814.0,2172.0
1433.0,1872.0
1605.0,1918.0
1560.0,1552.0
1621.0,1588.0
